"Date","jurisdiction","Cumulative Count","Cumulative Case Rate / 100,000"
2020-07-27,"Summit County",674,1585.9
2020-07-27,"Tooele County",506,679.1
2020-07-27,"TriCounty",143,251.4
2020-07-27,"Utah County",7480,1148.9
2020-07-27,"Wasatch County",518,1467.4
2020-07-27,"Weber-Morgan",2475,899.6
2020-07-28,"Bear River",2110,1113.7
2020-07-28,"Central Utah",359,433.3
2020-07-28,"Davis County",2816,783.9
2020-07-28,"Salt Lake County",18569,1593.2
2020-07-28,"San Juan",603,3946.9
2020-07-28,"Southeast Utah",79,194.1
2020-07-28,"Southwest Utah",2830,1082.4
2020-07-28,"Summit County",679,1597.7
2020-07-28,"Tooele County",509,683.1
2020-07-28,"TriCounty",145,254.9
2020-07-28,"Utah County",7528,1156.3
2020-07-28,"Wasatch County",521,1475.9
2020-07-28,"Weber-Morgan",2525,917.8
2020-07-29,"Bear River",2138,1128.5
2020-07-29,"Central Utah",363,438.1
2020-07-29,"Davis County",2856,795
2020-07-29,"Salt Lake County",18805,1613.4
2020-07-29,"San Juan",614,4018.9
2020-07-29,"Southeast Utah",82,201.5
2020-07-29,"Southwest Utah",2859,1093.5
2020-07-29,"Summit County",682,1604.7
2020-07-29,"Tooele County",516,692.5
2020-07-29,"TriCounty",150,263.7
2020-07-29,"Utah County",7627,1171.5
2020-07-29,"Wasatch County",523,1481.6
2020-07-29,"Weber-Morgan",2554,928.3
2020-07-30,"Bear River",2149,1134.3
2020-07-30,"Central Utah",369,445.4
2020-07-30,"Davis County",2903,808.1
2020-07-30,"Salt Lake County",19021,1632
2020-07-30,"San Juan",621,4064.7
2020-07-30,"Southeast Utah",84,206.4
2020-07-30,"Southwest Utah",2908,1112.3
2020-07-30,"Summit County",686,1614.2
2020-07-30,"Tooele County",519,696.5
2020-07-30,"TriCounty",152,267.2
2020-07-30,"Utah County",7737,1188.4
2020-07-30,"Wasatch County",526,1490.1
2020-07-30,"Weber-Morgan",2601,945.4
2020-07-31,"Bear River",2167,1143.8
2020-07-31,"Central Utah",375,452.6
2020-07-31,"Davis County",2947,820.4
2020-07-31,"Salt Lake County",19225,1649.5
2020-07-31,"San Juan",631,4130.1
2020-07-31,"Southeast Utah",87,213.7
2020-07-31,"Southwest Utah",2945,1126.4
2020-07-31,"Summit County",688,1618.9
2020-07-31,"Tooele County",526,705.9
2020-07-31,"TriCounty",161,283
2020-07-31,"Utah County",7849,1205.6
2020-07-31,"Wasatch County",527,1492.9
2020-07-31,"Weber-Morgan",2640,959.6
2020-08-01,"Bear River",2185,1153.3
2020-08-01,"Central Utah",380,458.6
2020-08-01,"Davis County",3002,835.7
2020-08-01,"Salt Lake County",19400,1664.5
2020-08-01,"San Juan",632,4136.7
2020-08-01,"Southeast Utah",88,216.2
2020-08-01,"Southwest Utah",2989,1143.2
2020-08-01,"Summit County",692,1628.3
2020-08-01,"Tooele County",532,714
2020-08-01,"TriCounty",162,284.8
2020-08-01,"Utah County",7994,1227.8
2020-08-01,"Wasatch County",532,1507.1
2020-08-01,"Weber-Morgan",2661,967.2
2020-08-02,"Bear River",2202,1162.2
2020-08-02,"Central Utah",387,467.1
2020-08-02,"Davis County",3020,840.7
2020-08-02,"Salt Lake County",19536,1676.2
2020-08-02,"San Juan",632,4136.7
2020-08-02,"Southeast Utah",89,218.7
2020-08-02,"Southwest Utah",3019,1154.7
2020-08-02,"Summit County",694,1633
2020-08-02,"Tooele County",539,723.4
2020-08-02,"TriCounty",165,290
2020-08-02,"Utah County",8096,1243.5
2020-08-02,"Wasatch County",535,1515.6
2020-08-02,"Weber-Morgan",2676,972.7
2020-08-03,"Bear River",2209,1165.9
2020-08-03,"Central Utah",394,475.5
2020-08-03,"Davis County",3049,848.8
2020-08-03,"Salt Lake County",19665,1687.2
2020-08-03,"San Juan",634,4149.8
2020-08-03,"Southeast Utah",95,233.4
2020-08-03,"Southwest Utah",3049,1166.2
2020-08-03,"Summit County",695,1635.3
2020-08-03,"Tooele County",550,738.1
2020-08-03,"TriCounty",168,295.3
2020-08-03,"Utah County",8211,1261.2
2020-08-03,"Wasatch County",538,1524.1
2020-08-03,"Weber-Morgan",2703,982.5
2020-08-04,"Bear River",2219,1171.2
2020-08-04,"Central Utah",401,484
2020-08-04,"Davis County",3083,858.2
2020-08-04,"Salt Lake County",19855,1703.5
2020-08-04,"San Juan",636,4162.8
2020-08-04,"Southeast Utah",97,238.3
2020-08-04,"Southwest Utah",3082,1178.8
2020-08-04,"Summit County",697,1640
2020-08-04,"Tooele County",558,748.9
2020-08-04,"TriCounty",169,297.1
2020-08-04,"Utah County",8314,1277
2020-08-04,"Wasatch County",540,1529.7
2020-08-04,"Weber-Morgan",2721,989
2020-08-05,"Bear River",2242,1183.3
2020-08-05,"Central Utah",406,490
2020-08-05,"Davis County",3116,867.4
2020-08-05,"Salt Lake County",20066,1721.6
2020-08-05,"San Juan",648,4241.4
2020-08-05,"Southeast Utah",104,255.5
2020-08-05,"Southwest Utah",3133,1198.3
2020-08-05,"Summit County",702,1651.8
2020-08-05,"Tooele County",567,761
2020-08-05,"TriCounty",172,302.3
2020-08-05,"Utah County",8476,1301.9
2020-08-05,"Wasatch County",549,1555.2
2020-08-05,"Weber-Morgan",2769,1006.5
2020-08-06,"Bear River",2270,1198.1
2020-08-06,"Central Utah",415,500.9
2020-08-06,"Davis County",3144,875.2
2020-08-06,"Salt Lake County",20270,1739.1
2020-08-06,"San Juan",649,4247.9
2020-08-06,"Southeast Utah",106,260.4
2020-08-06,"Southwest Utah",3166,1210.9
2020-08-06,"Summit County",703,1654.2
2020-08-06,"Tooele County",573,769
2020-08-06,"TriCounty",174,305.9
2020-08-06,"Utah County",8582,1318.2
2020-08-06,"Wasatch County",554,1569.4
2020-08-06,"Weber-Morgan",2797,1016.6
2020-08-07,"Bear River",2286,1206.6
2020-08-07,"Central Utah",420,506.9
2020-08-07,"Davis County",3182,885.8
2020-08-07,"Salt Lake County",20430,1752.9
2020-08-07,"San Juan",649,4247.9
2020-08-07,"Southeast Utah",110,270.3
2020-08-07,"Southwest Utah",3191,1220.5
2020-08-07,"Summit County",707,1663.6
2020-08-07,"Tooele County",576,773
2020-08-07,"TriCounty",178,312.9
2020-08-07,"Utah County",8678,1332.9
2020-08-07,"Wasatch County",561,1589.2
2020-08-07,"Weber-Morgan",2819,1024.6
2020-08-08,"Bear River",2297,1212.4
2020-08-08,"Central Utah",426,514.2
2020-08-08,"Davis County",3214,894.7
2020-08-08,"Salt Lake County",20609,1768.2
2020-08-08,"San Juan",649,4247.9
2020-08-08,"Southeast Utah",112,275.2
2020-08-08,"Southwest Utah",3210,1227.8
2020-08-08,"Summit County",709,1668.3
2020-08-08,"Tooele County",579,777.1
2020-08-08,"TriCounty",180,316.4
2020-08-08,"Utah County",8773,1347.5
2020-08-08,"Wasatch County",565,1600.6
2020-08-08,"Weber-Morgan",2845,1034.1
2020-08-09,"Bear River",2312,1220.3
2020-08-09,"Central Utah",426,514.2
2020-08-09,"Davis County",3221,896.6
2020-08-09,"Salt Lake County",20727,1778.4
2020-08-09,"San Juan",651,4261
2020-08-09,"Southeast Utah",115,282.5
2020-08-09,"Southwest Utah",3224,1233.1
2020-08-09,"Summit County",711,1673
2020-08-09,"Tooele County",582,781.1
2020-08-09,"TriCounty",180,316.4
2020-08-09,"Utah County",8853,1359.8
2020-08-09,"Wasatch County",569,1611.9
2020-08-09,"Weber-Morgan",2869,1042.8
2020-08-10,"Bear River",2327,1228.2
2020-08-10,"Central Utah",429,517.8
2020-08-10,"Davis County",3245,903.3
2020-08-10,"Salt Lake County",20889,1792.3
2020-08-10,"San Juan",655,4287.2
2020-08-10,"Southeast Utah",117,287.4
2020-08-10,"Southwest Utah",3241,1239.6
2020-08-10,"Summit County",712,1675.3
2020-08-10,"Tooele County",582,781.1
2020-08-10,"TriCounty",182,319.9
2020-08-10,"Utah County",8942,1373.5
2020-08-10,"Wasatch County",576,1631.7
2020-08-10,"Weber-Morgan",2895,1052.3
2020-08-11,"Bear River",2338,1234
2020-08-11,"Central Utah",436,526.2
2020-08-11,"Davis County",3282,913.6
2020-08-11,"Salt Lake County",21017,1803.2
2020-08-11,"San Juan",656,4293.8
2020-08-11,"Southeast Utah",117,287.4
2020-08-11,"Southwest Utah",3249,1242.7
2020-08-11,"Summit County",714,1680
2020-08-11,"Tooele County",586,786.5
2020-08-11,"TriCounty",182,319.9
2020-08-11,"Utah County",9031,1387.1
2020-08-11,"Wasatch County",582,1648.7
2020-08-11,"Weber-Morgan",2923,1062.4
2020-08-12,"Bear River",2349,1239.8
2020-08-12,"Central Utah",441,532.3
2020-08-12,"Davis County",3306,920.3
2020-08-12,"Salt Lake County",21183,1817.5
2020-08-12,"San Juan",658,4306.8
2020-08-12,"Southeast Utah",118,289.9
2020-08-12,"Southwest Utah",3264,1248.4
2020-08-12,"Summit County",717,1687.1
2020-08-12,"Tooele County",592,794.5
2020-08-12,"TriCounty",183,321.7
2020-08-12,"Utah County",9108,1399
2020-08-12,"Wasatch County",584,1654.4
2020-08-12,"Weber-Morgan",2944,1070.1
2020-08-13,"Bear River",2364,1247.7
2020-08-13,"Central Utah",444,535.9
2020-08-13,"Davis County",3348,932
2020-08-13,"Salt Lake County",21442,1839.7
2020-08-13,"San Juan",662,4333
2020-08-13,"Southeast Utah",119,292.4
2020-08-13,"Southwest Utah",3289,1258
2020-08-13,"Summit County",723,1701.2
2020-08-13,"Tooele County",598,802.6
2020-08-13,"TriCounty",186,326.9
2020-08-13,"Utah County",9270,1423.8
2020-08-13,"Wasatch County",588,1665.7
2020-08-13,"Weber-Morgan",2972,1080.3
2020-08-14,"Bear River",2375,1253.5
2020-08-14,"Central Utah",446,538.3
2020-08-14,"Davis County",3379,940.6
2020-08-14,"Salt Lake County",21603,1853.5
2020-08-14,"San Juan",662,4333
2020-08-14,"Southeast Utah",119,292.4
2020-08-14,"Southwest Utah",3313,1267.2
2020-08-14,"Summit County",729,1715.3
2020-08-14,"Tooele County",608,816
2020-08-14,"TriCounty",191,335.7
2020-08-14,"Utah County",9362,1438
2020-08-14,"Wasatch County",593,1679.9
2020-08-14,"Weber-Morgan",2982,1083.9
2020-08-15,"Bear River",2384,1258.3
2020-08-15,"Central Utah",455,549.2
2020-08-15,"Davis County",3405,947.9
2020-08-15,"Salt Lake County",21752,1866.3
2020-08-15,"San Juan",662,4333
2020-08-15,"Southeast Utah",119,292.4
2020-08-15,"Southwest Utah",3322,1270.6
2020-08-15,"Summit County",732,1722.4
2020-08-15,"Tooele County",614,824
2020-08-15,"TriCounty",191,335.7
2020-08-15,"Utah County",9461,1453.2
2020-08-15,"Wasatch County",599,1696.9
2020-08-15,"Weber-Morgan",3005,1092.3
2020-08-16,"Bear River",2388,1260.4
2020-08-16,"Central Utah",455,549.2
2020-08-16,"Davis County",3414,950.4
2020-08-16,"Salt Lake County",21851,1874.8
2020-08-16,"San Juan",662,4333
2020-08-16,"Southeast Utah",120,294.8
2020-08-16,"Southwest Utah",3342,1278.2
2020-08-16,"Summit County",746,1755.3
2020-08-16,"Tooele County",616,826.7
2020-08-16,"TriCounty",192,337.5
2020-08-16,"Utah County",9540,1465.3
2020-08-16,"Wasatch County",600,1699.7
2020-08-16,"Weber-Morgan",3014,1095.5
2020-08-17,"Bear River",2397,1265.2
2020-08-17,"Central Utah",457,551.6
2020-08-17,"Davis County",3433,955.6
2020-08-17,"Salt Lake County",21936,1882.1
2020-08-17,"San Juan",664,4346.1
2020-08-17,"Southeast Utah",120,294.8
2020-08-17,"Southwest Utah",3359,1284.7
2020-08-17,"Summit County",758,1783.6
2020-08-17,"Tooele County",619,830.7
2020-08-17,"TriCounty",193,339.3
2020-08-17,"Utah County",9634,1479.7
2020-08-17,"Wasatch County",600,1699.7
2020-08-17,"Weber-Morgan",3032,1102.1
2020-08-18,"Bear River",2406,1269.9
2020-08-18,"Central Utah",467,563.6
2020-08-18,"Davis County",3458,962.6
2020-08-18,"Salt Lake County",22088,1895.1
2020-08-18,"San Juan",665,4352.7
2020-08-18,"Southeast Utah",122,299.7
2020-08-18,"Southwest Utah",3384,1294.3
2020-08-18,"Summit County",765,1800
2020-08-18,"Tooele County",625,838.8
2020-08-18,"TriCounty",194,341
2020-08-18,"Utah County",9739,1495.9
2020-08-18,"Wasatch County",601,1702.5
2020-08-18,"Weber-Morgan",3052,1109.3
2020-08-19,"Bear River",2420,1277.3
2020-08-19,"Central Utah",470,567.3
2020-08-19,"Davis County",3486,970.4
2020-08-19,"Salt Lake County",22297,1913.1
2020-08-19,"San Juan",666,4359.2
2020-08-19,"Southeast Utah",122,299.7
2020-08-19,"Southwest Utah",3408,1303.5
2020-08-19,"Summit County",786,1849.5
2020-08-19,"Tooele County",625,838.8
2020-08-19,"TriCounty",196,344.5
2020-08-19,"Utah County",9850,1512.9
2020-08-19,"Wasatch County",604,1711
2020-08-19,"Weber-Morgan",3094,1124.6
2020-08-20,"Bear River",2439,1287.3
2020-08-20,"Central Utah",472,569.7
2020-08-20,"Davis County",3532,983.2
2020-08-20,"Salt Lake County",22483,1929
2020-08-20,"San Juan",668,4372.3
2020-08-20,"Southeast Utah",129,316.9
2020-08-20,"Southwest Utah",3429,1311.5
2020-08-20,"Summit County",791,1861.2
2020-08-20,"Tooele County",627,841.5
2020-08-20,"TriCounty",198,348
2020-08-20,"Utah County",10006,1536.9
2020-08-20,"Wasatch County",608,1722.4
2020-08-20,"Weber-Morgan",3125,1135.9
2020-08-21,"Bear River",2463,1300
2020-08-21,"Central Utah",476,574.5
2020-08-21,"Davis County",3581,996.8
2020-08-21,"Salt Lake County",22632,1941.8
2020-08-21,"San Juan",669,4378.8
2020-08-21,"Southeast Utah",130,319.4
2020-08-21,"Southwest Utah",3444,1317.3
2020-08-21,"Summit County",805,1894.2
2020-08-21,"Tooele County",630,845.5
2020-08-21,"TriCounty",198,348
2020-08-21,"Utah County",10097,1550.9
2020-08-21,"Wasatch County",610,1728
2020-08-21,"Weber-Morgan",3147,1143.9
2020-08-22,"Bear River",2479,1308.4
2020-08-22,"Central Utah",481,580.5
2020-08-22,"Davis County",3603,1003
2020-08-22,"Salt Lake County",22761,1952.9
2020-08-22,"San Juan",669,4378.8
2020-08-22,"Southeast Utah",130,319.4
2020-08-22,"Southwest Utah",3454,1321.1
2020-08-22,"Summit County",808,1901.2
2020-08-22,"Tooele County",636,853.6
2020-08-22,"TriCounty",198,348
2020-08-22,"Utah County",10178,1563.3
2020-08-22,"Wasatch County",615,1742.2
2020-08-22,"Weber-Morgan",3168,1151.5
2020-08-23,"Bear River",2487,1312.7
2020-08-23,"Central Utah",483,583
2020-08-23,"Davis County",3615,1006.3
2020-08-23,"Salt Lake County",22881,1963.2
2020-08-23,"San Juan",670,4385.4
2020-08-23,"Southeast Utah",136,334.1
2020-08-23,"Southwest Utah",3463,1324.5
2020-08-23,"Summit County",813,1913
2020-08-23,"Tooele County",639,857.6
2020-08-23,"TriCounty",199,349.8
2020-08-23,"Utah County",10245,1573.6
2020-08-23,"Wasatch County",616,1745
2020-08-23,"Weber-Morgan",3182,1156.6
2020-08-24,"Bear River",2495,1316.9
2020-08-24,"Central Utah",487,587.8
2020-08-24,"Davis County",3658,1018.3
2020-08-24,"Salt Lake County",23024,1975.4
2020-08-24,"San Juan",670,4385.4
2020-08-24,"Southeast Utah",136,334.1
2020-08-24,"Southwest Utah",3486,1333.3
2020-08-24,"Summit County",820,1929.5
2020-08-24,"Tooele County",644,864.3
2020-08-24,"TriCounty",201,353.3
2020-08-24,"Utah County",10378,1594
2020-08-24,"Wasatch County",621,1759.2
2020-08-24,"Weber-Morgan",3211,1167.1
2020-08-25,"Bear River",2506,1322.7
2020-08-25,"Central Utah",494,596.2
2020-08-25,"Davis County",3700,1030
2020-08-25,"Salt Lake County",23175,1988.4
2020-08-25,"San Juan",670,4385.4
2020-08-25,"Southeast Utah",138,339
2020-08-25,"Southwest Utah",3506,1341
2020-08-25,"Summit County",825,1941.2
2020-08-25,"Tooele County",656,880.4
2020-08-25,"TriCounty",203,356.8
2020-08-25,"Utah County",10504,1613.4
2020-08-25,"Wasatch County",626,1773.4
2020-08-25,"Weber-Morgan",3241,1178
2020-08-26,"Bear River",2522,1331.1
2020-08-26,"Central Utah",497,599.9
2020-08-26,"Davis County",3729,1038
2020-08-26,"Salt Lake County",23355,2003.8
2020-08-26,"San Juan",670,4385.4
2020-08-26,"Southeast Utah",139,341.5
2020-08-26,"Southwest Utah",3524,1347.9
2020-08-26,"Summit County",830,1953
2020-08-26,"Tooele County",664,891.1
2020-08-26,"TriCounty",205,360.3
2020-08-26,"Utah County",10603,1628.6
2020-08-26,"Wasatch County",627,1776.2
2020-08-26,"Weber-Morgan",3266,1187.1
2020-08-27,"Bear River",2531,1335.9
2020-08-27,"Central Utah",502,605.9
2020-08-27,"Davis County",3775,1050.9
2020-08-27,"Salt Lake County",23529,2018.8
2020-08-27,"San Juan",670,4385.4
2020-08-27,"Southeast Utah",142,348.9
2020-08-27,"Southwest Utah",3544,1355.5
2020-08-27,"Summit County",835,1964.8
2020-08-27,"Tooele County",668,896.5
2020-08-27,"TriCounty",205,360.3
2020-08-27,"Utah County",10693,1642.4
2020-08-27,"Wasatch County",630,1784.7
2020-08-27,"Weber-Morgan",3298,1198.7
2020-08-28,"Bear River",2548,1344.9
2020-08-28,"Central Utah",505,609.5
2020-08-28,"Davis County",3826,1065
2020-08-28,"Salt Lake County",23716,2034.8
2020-08-28,"San Juan",671,4391.9
2020-08-28,"Southeast Utah",143,351.3
2020-08-28,"Southwest Utah",3570,1365.5
2020-08-28,"Summit County",838,1971.8
2020-08-28,"Tooele County",670,899.2
2020-08-28,"TriCounty",205,360.3
2020-08-28,"Utah County",10836,1664.4
2020-08-28,"Wasatch County",632,1790.4
2020-08-28,"Weber-Morgan",3335,1212.2
2020-08-29,"Bear River",2569,1355.9
2020-08-29,"Central Utah",508,613.1
2020-08-29,"Davis County",3860,1074.5
2020-08-29,"Salt Lake County",23872,2048.2
2020-08-29,"San Juan",673,4405
2020-08-29,"Southeast Utah",144,353.8
2020-08-29,"Southwest Utah",3589,1372.7
2020-08-29,"Summit County",840,1976.5
2020-08-29,"Tooele County",682,915.3
2020-08-29,"TriCounty",208,365.6
2020-08-29,"Utah County",11019,1692.5
2020-08-29,"Wasatch County",634,1796
2020-08-29,"Weber-Morgan",3360,1221.3
2020-08-30,"Bear River",2580,1361.7
2020-08-30,"Central Utah",509,614.3
2020-08-30,"Davis County",3882,1080.6
2020-08-30,"Salt Lake County",23988,2058.1
2020-08-30,"San Juan",674,4411.6
2020-08-30,"Southeast Utah",145,356.2
2020-08-30,"Southwest Utah",3602,1377.7
2020-08-30,"Summit County",847,1993
2020-08-30,"Tooele County",686,920.7
2020-08-30,"TriCounty",208,365.6
2020-08-30,"Utah County",11080,1701.8
2020-08-30,"Wasatch County",641,1815.9
2020-08-30,"Weber-Morgan",3372,1225.6
2020-08-31,"Bear River",2587,1365.4
2020-08-31,"Central Utah",509,614.3
2020-08-31,"Davis County",3920,1091.2
2020-08-31,"Salt Lake County",24107,2068.4
2020-08-31,"San Juan",674,4411.6
2020-08-31,"Southeast Utah",148,363.6
2020-08-31,"Southwest Utah",3611,1381.1
2020-08-31,"Summit County",851,2002.4
2020-08-31,"Tooele County",690,926
2020-08-31,"TriCounty",212,372.6
2020-08-31,"Utah County",11143,1711.5
2020-08-31,"Wasatch County",642,1818.7
2020-08-31,"Weber-Morgan",3409,1239.1
2020-09-01,"Bear River",2592,1368.1
2020-09-01,"Central Utah",514,620.4
2020-09-01,"Davis County",3984,1109
2020-09-01,"Salt Lake County",24249,2080.5
2020-09-01,"San Juan",676,4424.7
2020-09-01,"Southeast Utah",148,363.6
2020-09-01,"Southwest Utah",3639,1391.8
2020-09-01,"Summit County",852,2004.8
2020-09-01,"Tooele County",696,934.1
2020-09-01,"TriCounty",212,372.6
2020-09-01,"Utah County",11251,1728.1
2020-09-01,"Wasatch County",647,1832.9
2020-09-01,"Weber-Morgan",3465,1259.5
2020-09-02,"Bear River",2647,1397.1
2020-09-02,"Central Utah",526,634.9
2020-09-02,"Davis County",4019,1118.8
2020-09-02,"Salt Lake County",24409,2094.3
2020-09-02,"San Juan",676,4424.7
2020-09-02,"Southeast Utah",156,383.3
2020-09-02,"Southwest Utah",3665,1401.8
2020-09-02,"Summit County",854,2009.5
2020-09-02,"Tooele County",702,942.1
2020-09-02,"TriCounty",215,377.9
2020-09-02,"Utah County",11408,1752.2
2020-09-02,"Wasatch County",649,1838.5
2020-09-02,"Weber-Morgan",3513,1276.9
2020-09-03,"Bear River",2657,1402.4
2020-09-03,"Central Utah",529,638.5
2020-09-03,"Davis County",4063,1131
2020-09-03,"Salt Lake County",24583,2109.2
2020-09-03,"San Juan",678,4437.8
2020-09-03,"Southeast Utah",156,383.3
2020-09-03,"Southwest Utah",3697,1414
2020-09-03,"Summit County",860,2023.6
2020-09-03,"Tooele County",709,951.5
2020-09-03,"TriCounty",216,379.7
2020-09-03,"Utah County",11608,1782.9
2020-09-03,"Wasatch County",650,1841.4
2020-09-03,"Weber-Morgan",3540,1286.7
2020-09-04,"Bear River",2669,1408.7
2020-09-04,"Central Utah",531,640.9
2020-09-04,"Davis County",4094,1139.7
2020-09-04,"Salt Lake County",24761,2124.5
2020-09-04,"San Juan",679,4444.3
2020-09-04,"Southeast Utah",161,395.5
2020-09-04,"Southwest Utah",3723,1424
2020-09-04,"Summit County",878,2065.9
2020-09-04,"Tooele County",715,959.6
2020-09-04,"TriCounty",218,383.2
2020-09-04,"Utah County",11748,1804.4
2020-09-04,"Wasatch County",655,1855.5
2020-09-04,"Weber-Morgan",3567,1296.5
2020-09-05,"Bear River",2682,1415.6
2020-09-05,"Central Utah",533,643.3
2020-09-05,"Davis County",4118,1146.3
2020-09-05,"Salt Lake County",24935,2139.4
2020-09-05,"San Juan",679,4444.3
2020-09-05,"Southeast Utah",165,405.4
2020-09-05,"Southwest Utah",3739,1430.1
2020-09-05,"Summit County",882,2075.3
2020-09-05,"Tooele County",723,970.3
2020-09-05,"TriCounty",218,383.2
2020-09-05,"Utah County",11881,1824.9
2020-09-05,"Wasatch County",657,1861.2
2020-09-05,"Weber-Morgan",3590,1304.9
2020-09-06,"Bear River",2691,1420.3
2020-09-06,"Central Utah",534,644.5
2020-09-06,"Davis County",4140,1152.5
2020-09-06,"Salt Lake County",25053,2149.5
2020-09-06,"San Juan",681,4457.4
2020-09-06,"Southeast Utah",165,405.4
2020-09-06,"Southwest Utah",3752,1435.1
2020-09-06,"Summit County",884,2080
2020-09-06,"Tooele County",732,982.4
2020-09-06,"TriCounty",219,385
2020-09-06,"Utah County",12033,1848.2
2020-09-06,"Wasatch County",658,1864
2020-09-06,"Weber-Morgan",3601,1308.9
2020-09-07,"Bear River",2708,1429.3
2020-09-07,"Central Utah",536,646.9
2020-09-07,"Davis County",4157,1157.2
2020-09-07,"Salt Lake County",25161,2158.8
2020-09-07,"San Juan",681,4457.4
2020-09-07,"Southeast Utah",165,405.4
2020-09-07,"Southwest Utah",3759,1437.7
2020-09-07,"Summit County",889,2091.8
2020-09-07,"Tooele County",733,983.7
2020-09-07,"TriCounty",220,386.7
2020-09-07,"Utah County",12182,1871.1
2020-09-07,"Wasatch County",658,1864
2020-09-07,"Weber-Morgan",3610,1312.2
2020-09-08,"Bear River",2716,1433.5
2020-09-08,"Central Utah",540,651.7
2020-09-08,"Davis County",4180,1163.6
2020-09-08,"Salt Lake County",25239,2165.5
2020-09-08,"San Juan",681,4457.4
2020-09-08,"Southeast Utah",165,405.4
2020-09-08,"Southwest Utah",3770,1441.9
2020-09-08,"Summit County",896,2108.3
2020-09-08,"Tooele County",736,987.8
2020-09-08,"TriCounty",220,386.7
2020-09-08,"Utah County",12326,1893.2
2020-09-08,"Wasatch County",659,1866.9
2020-09-08,"Weber-Morgan",3644,1324.5
2020-09-09,"Bear River",2739,1445.7
2020-09-09,"Central Utah",544,656.6
2020-09-09,"Davis County",4213,1172.8
2020-09-09,"Salt Lake County",25330,2173.3
2020-09-09,"San Juan",682,4463.9
2020-09-09,"Southeast Utah",165,405.4
2020-09-09,"Southwest Utah",3777,1444.6
2020-09-09,"Summit County",900,2117.7
2020-09-09,"Tooele County",742,995.8
2020-09-09,"TriCounty",222,390.2
2020-09-09,"Utah County",12520,1923
2020-09-09,"Wasatch County",660,1869.7
2020-09-09,"Weber-Morgan",3666,1332.5
2020-09-10,"Bear River",2791,1473.1
2020-09-10,"Central Utah",548,661.4
2020-09-10,"Davis County",4264,1187
2020-09-10,"Salt Lake County",25584,2195.1
2020-09-10,"San Juan",682,4463.9
2020-09-10,"Southeast Utah",166,407.8
2020-09-10,"Southwest Utah",3813,1458.4
2020-09-10,"Summit County",906,2131.8
2020-09-10,"Tooele County",748,1003.9
2020-09-10,"TriCounty",223,392
2020-09-10,"Utah County",12755,1959.1
2020-09-10,"Wasatch County",664,1881
2020-09-10,"Weber-Morgan",3696,1343.4
2020-09-11,"Bear River",2819,1487.9
2020-09-11,"Central Utah",551,665
2020-09-11,"Davis County",4295,1195.6
2020-09-11,"Salt Lake County",25808,2214.3
2020-09-11,"San Juan",683,4470.5
2020-09-11,"Southeast Utah",169,415.2
2020-09-11,"Southwest Utah",3837,1467.6
2020-09-11,"Summit County",910,2141.2
2020-09-11,"Tooele County",752,1009.2
2020-09-11,"TriCounty",224,393.7
2020-09-11,"Utah County",12971,1992.3
2020-09-11,"Wasatch County",665,1883.9
2020-09-11,"Weber-Morgan",3745,1361.2
2020-09-12,"Bear River",2854,1506.4
2020-09-12,"Central Utah",552,666.2
2020-09-12,"Davis County",4326,1204.2
2020-09-12,"Salt Lake County",26006,2231.3
2020-09-12,"San Juan",683,4470.5
2020-09-12,"Southeast Utah",169,415.2
2020-09-12,"Southwest Utah",3857,1475.2
2020-09-12,"Summit County",915,2153
2020-09-12,"Tooele County",759,1018.6
2020-09-12,"TriCounty",226,397.3
2020-09-12,"Utah County",13289,2041.1
2020-09-12,"Wasatch County",669,1895.2
2020-09-12,"Weber-Morgan",3780,1373.9
2020-09-13,"Bear River",2881,1520.6
2020-09-13,"Central Utah",560,675.9
2020-09-13,"Davis County",4355,1212.3
2020-09-13,"Salt Lake County",26234,2250.8
2020-09-13,"San Juan",685,4483.6
2020-09-13,"Southeast Utah",169,415.2
2020-09-13,"Southwest Utah",3869,1479.8
2020-09-13,"Summit County",921,2167.1
2020-09-13,"Tooele County",761,1021.3
2020-09-13,"TriCounty",226,397.3
2020-09-13,"Utah County",13513,2075.5
2020-09-13,"Wasatch County",670,1898
2020-09-13,"Weber-Morgan",3798,1380.5
2020-09-14,"Bear River",2907,1534.3
2020-09-14,"Central Utah",563,679.5
2020-09-14,"Davis County",4420,1230.4
2020-09-14,"Salt Lake County",26427,2267.4
2020-09-14,"San Juan",686,4490.1
2020-09-14,"Southeast Utah",169,415.2
2020-09-14,"Southwest Utah",3895,1489.8
2020-09-14,"Summit County",925,2176.5
2020-09-14,"Tooele County",765,1026.7
2020-09-14,"TriCounty",226,397.3
2020-09-14,"Utah County",13732,2109.2
2020-09-14,"Wasatch County",674,1909.3
2020-09-14,"Weber-Morgan",3833,1393.2
2020-09-15,"Bear River",2941,1552.3
2020-09-15,"Central Utah",568,685.5
2020-09-15,"Davis County",4462,1242.1
2020-09-15,"Salt Lake County",26704,2291.2
2020-09-15,"San Juan",686,4490.1
2020-09-15,"Southeast Utah",171,420.1
2020-09-15,"Southwest Utah",3910,1495.5
2020-09-15,"Summit County",927,2181.2
2020-09-15,"Tooele County",772,1036.1
2020-09-15,"TriCounty",229,402.5
2020-09-15,"Utah County",14051,2158.2
2020-09-15,"Wasatch County",679,1923.5
2020-09-15,"Weber-Morgan",3869,1406.3
