"County","Week Date","7-day average percent positivity by county"
"Rich",2020-07-22,0
"Rich",2020-07-23,0
"Rich",2020-07-24,0
"Rich",2020-07-25,0
"Rich",2020-07-26,0
"Rich",2020-07-27,0
"Rich",2020-07-28,0
"Rich",2020-07-29,0
"Rich",2020-07-30,0
"Rich",2020-07-31,0
"Rich",2020-08-01,0
"Rich",2020-08-02,0
"Rich",2020-08-03,0
"Rich",2020-08-04,0
"Rich",2020-08-05,0
"Rich",2020-08-06,0
"Rich",2020-08-07,0
"Rich",2020-08-08,0
"Rich",2020-08-09,0
"Rich",2020-08-10,12.5
"Rich",2020-08-11,25
"Rich",2020-08-12,28.57
"Rich",2020-08-13,28.57
"Rich",2020-08-14,42.86
"Rich",2020-08-15,42.86
"Rich",2020-08-16,37.5
"Rich",2020-08-17,20
"Rich",2020-08-18,8.33
"Rich",2020-08-19,8.33
"Rich",2020-08-20,7.69
"Rich",2020-08-21,0
"Rich",2020-08-22,0
"Rich",2020-08-23,0
"Rich",2020-08-24,0
"Rich",2020-08-25,0
"Rich",2020-08-26,0
"Rich",2020-08-27,0
"Rich",2020-08-28,0
"Rich",2020-08-29,0
"Rich",2020-08-30,0
"Rich",2020-08-31,0
"Rich",2020-09-01,0
"Rich",2020-09-02,0
"Rich",2020-09-03,0
"Rich",2020-09-04,0
"Rich",2020-09-05,0
"Rich",2020-09-06,0
"Rich",2020-09-07,0
"Rich",2020-09-08,0
"Rich",2020-09-09,12.5
"Rich",2020-09-10,15.38
"Rich",2020-09-11,13.33
"Rich",2020-09-12,13.33
"Rich",2020-09-13,13.33
"Rich",2020-09-14,17.65
"Rich",2020-09-15,23.53
"Rich",2020-09-16,16.67
"Rich",2020-09-17,18.18
"Rich",2020-09-18,16.67
"Rich",2020-09-19,16.67
"Rich",2020-09-20,27.27
"Rich",2020-09-21,38.46
"Rich",2020-09-22,41.67
"Rich",2020-09-23,45.45
"Rich",2020-09-24,38.46
"Rich",2020-09-25,50
"Rich",2020-09-26,55.56
"Rich",2020-09-27,50
"Rich",2020-09-28,25
"Rich",2020-09-29,0
"Rich",2020-09-30,0
"Rich",2020-10-01,0
"Rich",2020-10-02,16.67
"Rich",2020-10-03,16.67
"Rich",2020-10-04,16.67
"Rich",2020-10-05,14.29
"Rich",2020-10-06,25
"Rich",2020-10-07,16.67
"Rich",2020-10-08,14.29
"Rich",2020-10-09,0
"Rich",2020-10-10,0
"Rich",2020-10-11,0
"Rich",2020-10-12,0
"Rich",2020-10-13,9.09
"Rich",2020-10-14,8.33
"Rich",2020-10-15,8.33
"Rich",2020-10-16,7.14
"Rich",2020-10-17,7.14
"Rich",2020-10-18,7.14
"Rich",2020-10-19,6.25
"Rich",2020-10-20,0
"Rich",2020-10-21,0
"Rich",2020-10-22,14.29
"Rich",2020-10-23,15.38
"Rich",2020-10-24,15.38
"Rich",2020-10-25,16.67
"Rich",2020-10-26,23.08
"Rich",2020-10-27,27.27
"Rich",2020-10-28,30
"Rich",2020-10-29,22.22
"Rich",2020-10-30,25
"Rich",2020-10-31,25
"Rich",2020-11-01,28.57
"Rich",2020-11-02,25
"Rich",2020-11-03,20
"Rich",2020-11-04,25
"Rich",2020-11-05,27.27
"Rich",2020-11-06,25
"Rich",2020-11-07,25
"Rich",2020-11-08,30.77
"Rich",2020-11-09,37.5
"Rich",2020-11-10,37.5
"Rich",2020-11-11,31.25
"Rich",2020-11-12,26.67
"Rich",2020-11-13,31.25
"Rich",2020-11-14,33.33
"Rich",2020-11-15,26.32
"Rich",2020-11-16,17.65
"Rich",2020-11-17,31.58
"Rich",2020-11-18,36.84
"Rich",2020-11-19,36.36
"Rich",2020-11-20,36.36
"Rich",2020-11-21,36.36
"Rich",2020-11-22,40
"Rich",2020-11-23,38.1
"Rich",2020-11-24,23.81
"Rich",2020-11-25,20
"Rich",2020-11-26,17.65
"Rich",2020-11-27,11.76
"Rich",2020-11-28,9.52
"Rich",2020-11-29,10
"Rich",2020-11-30,5.56
"Rich",2020-12-01,10.53
"Rich",2020-12-02,6.85
"Rich",2020-12-03,6.58
"Rich",2020-12-04,7.59
"Rich",2020-12-05,7.89
"Rich",2020-12-06,6.67
"Rich",2020-12-07,10.98
"Rich",2020-12-08,11.25
"Rich",2020-12-09,24.14
"Rich",2020-12-10,29.63
"Rich",2020-12-11,31.82
"Rich",2020-12-12,33.33
"Rich",2020-12-13,34.78
"Rich",2020-12-14,27.78
"Rich",2020-12-15,25
"Rich",2020-12-16,17.65
"Rich",2020-12-17,11.11
"Rich",2020-12-18,15.79
"Rich",2020-12-19,15.79
"Rich",2020-12-20,11.11
"Rich",2020-12-21,35.29
"Rich",2020-12-22,38.1
"Rich",2020-12-23,42.86
"Rich",2020-12-24,47.37
"Rich",2020-12-25,47.06
"Rich",2020-12-26,47.06
"Rich",2020-12-27,55
"Rich",2020-12-28,30
"Rich",2020-12-29,38.89
"Rich",2020-12-30,35.29
"Rich",2020-12-31,38.89
"Rich",2021-01-01,38.89
"Rich",2021-01-02,36.84
"Rich",2021-01-03,28.57
"Rich",2021-01-04,45.45
"Rich",2021-01-05,36
"Rich",2021-01-06,44
"Rich",2021-01-07,42.31
"Rich",2021-01-08,36.36
"Rich",2021-01-09,36.36
"Rich",2021-01-10,34.29
"Rich",2021-01-11,25.81
"Rich",2021-01-12,21.43
"Rich",2021-01-13,16
"Rich",2021-01-14,13.04
"Rich",2021-01-15,16.67
"Rich",2021-01-16,13.04
"Rich",2021-01-17,14.29
"Rich",2021-01-18,11.11
"Rich",2021-01-19,10
"Rich",2021-01-20,37.04
"Rich",2021-01-21,56.1
"Rich",2021-01-22,53.33
"Rich",2021-01-23,57.14
"Rich",2021-01-24,54.55
"Rich",2021-01-25,41.27
"Rich",2021-01-26,41.94
"Rich",2021-01-27,27.27
"Rich",2021-01-28,12.7
"Rich",2021-01-29,10.17
"Rich",2021-01-30,10.71
"Rich",2021-01-31,10.91
"Rich",2021-02-01,10.53
"Rich",2021-02-02,11.11
"Rich",2021-02-03,6.67
"Rich",2021-02-04,6.67
"Rich",2021-02-05,6.25
"Rich",2021-02-06,5.56
"Rich",2021-02-07,4.76
"Rich",2021-02-08,5.88
"Rich",2021-02-09,5.56
"Rich",2021-02-10,13.64
"Rich",2021-02-11,15.38
"Rich",2021-02-12,19.23
"Rich",2021-02-13,20.83
"Rich",2021-02-14,23.81
"Rich",2021-02-15,22.22
"Rich",2021-02-16,25
"Rich",2021-02-17,20
"Rich",2021-02-18,54.55
"Rich",2021-02-19,50
"Rich",2021-02-20,50
"Rich",2021-02-21,50
"Rich",2021-02-22,46.67
"Rich",2021-02-23,50
"Rich",2021-02-24,52.63
"Rich",2021-02-25,31.25
"Rich",2021-02-26,40
"Rich",2021-02-27,31.58
"Rich",2021-02-28,30
"Rich",2021-03-01,26.32
"Rich",2021-03-02,21.05
"Rich",2021-03-03,10
"Rich",2021-03-04,9.52
"Rich",2021-03-05,0
"Rich",2021-03-06,0
"Rich",2021-03-07,0
"Rich",2021-03-08,0
"Rich",2021-03-09,0
"Rich",2021-03-10,0
"Rich",2021-03-11,0
"Rich",2021-03-12,0
"Rich",2021-03-13,0
"Rich",2021-03-14,0
"Rich",2021-03-15,16.67
"Rich",2021-03-16,20
"Rich",2021-03-17,22.22
"Rich",2021-03-18,18.18
"Rich",2021-03-19,13.33
"Rich",2021-03-20,14.29
"Rich",2021-03-21,15.38
"Rich",2021-03-22,2.44
"Rich",2021-03-23,2.56
"Rich",2021-03-24,2.56
"Rich",2021-03-25,2.7
"Rich",2021-03-26,2.86
"Rich",2021-03-27,2.86
"Rich",2021-03-28,5.41
"Rich",2021-03-29,22.22
"Rich",2021-03-30,22.22
"Rich",2021-03-31,20
"Rich",2021-04-01,18.18
"Rich",2021-04-02,20
"Rich",2021-04-03,20
"Rich",2021-04-04,12.5
"Rich",2021-04-05,0
"Rich",2021-04-06,0
"Rich",2021-04-07,0
"Rich",2021-04-08,0
"Rich",2021-04-09,0
"Rich",2021-04-10,14.29
"Rich",2021-04-11,12.5
"Rich",2021-04-12,12.5
"Rich",2021-04-13,23.08
"Rich",2021-04-14,28.57
"Rich",2021-04-15,33.33
"Rich",2021-04-16,38.46
"Rich",2021-04-17,28.57
"Rich",2021-04-18,30.77
"Rich",2021-04-19,15.38
"Rich",2021-04-20,9.52
"Rich",2021-04-21,5
"Rich",2021-04-22,4.35
"Rich",2021-04-23,4.35
"Rich",2021-04-24,4.55
"Rich",2021-04-25,8.7
"Rich",2021-04-26,33.33
"Rich",2021-04-27,37.5
"Rich",2021-04-28,37.5
"Rich",2021-04-29,40
"Rich",2021-04-30,40
"Rich",2021-05-01,50
"Rich",2021-05-02,33.33
"Rich",2021-05-03,0
"Rich",2021-05-04,0
"Rich",2021-05-05,0
"Rich",2021-05-06,0
"Rich",2021-05-07,0
"Rich",2021-05-08,0
"Rich",2021-05-09,0
"Rich",2021-05-10,0
"Rich",2021-05-11,0
"Rich",2021-05-12,0
"Rich",2021-05-13,0
"Rich",2021-05-14,0
"Rich",2021-05-15,0
"Rich",2021-05-16,0
"Rich",2021-05-17,0
"Rich",2021-05-18,0
"Rich",2021-05-19,0
"Rich",2021-05-20,0
"Rich",2021-05-21,0
"Rich",2021-05-22,0
"Rich",2021-05-23,7.69
"Rich",2021-05-24,12.5
"Rich",2021-05-25,14.29
"Rich",2021-05-26,12.5
"Rich",2021-05-27,16.67
"Rich",2021-05-28,25
"Rich",2021-05-29,33.33
"Rich",2021-05-30,0
"Rich",2021-05-31,0
"Rich",2021-06-01,0
"Rich",2021-06-02,0
"Rich",2021-06-03,0
"Rich",2021-06-04,0
"Rich",2021-06-05,0
"Rich",2021-06-06,0
"Rich",2021-06-07,0
"Rich",2021-06-08,0
"Rich",2021-06-09,0
"Rich",2021-06-10,0
"Rich",2021-06-11,0
"Rich",2021-06-12,0
"Rich",2021-06-13,0
"Rich",2021-06-14,0
"Rich",2021-06-15,0
"Rich",2021-06-16,0
"Rich",2021-06-17,0
"Rich",2021-06-18,0
"Rich",2021-06-19,0
"Rich",2021-06-20,0
"Rich",2021-06-21,0
"Rich",2021-06-22,0
"Rich",2021-06-23,0
"Rich",2021-06-24,0
"Rich",2021-06-25,0
"Rich",2021-06-26,0
"Rich",2021-06-27,0
"Rich",2021-06-28,0
"Rich",2021-06-29,0
"Rich",2021-06-30,66.67
"Rich",2021-07-01,66.67
"Rich",2021-07-02,66.67
"Rich",2021-07-03,66.67
"Rich",2021-07-04,66.67
"Rich",2021-07-05,50
"Rich",2021-07-06,50
"Rich",2021-07-07,0
"Rich",2021-07-08,0
"Rich",2021-07-09,0
"Rich",2021-07-10,0
"Rich",2021-07-11,0
"Rich",2021-07-12,0
"Rich",2021-07-13,16.67
"Rich",2021-07-14,25
"Rich",2021-07-15,25
"Rich",2021-07-16,25
"Rich",2021-07-17,20
"Rich",2021-07-18,20
"Rich",2021-07-19,20
"Rich",2021-07-20,0
"Rich",2021-07-21,0
"Rich",2021-07-22,0
"Rich",2021-07-23,0
"Rich",2021-07-24,0
"Rich",2021-07-25,0
"Rich",2021-07-26,0
"Rich",2021-07-27,0
"Rich",2021-07-28,10
"Rich",2021-07-29,33.33
"Rich",2021-07-30,37.5
"Rich",2021-07-31,37.5
"Rich",2021-08-01,37.5
"Rich",2021-08-02,37.5
"Rich",2021-08-03,44.44
"Rich",2021-08-04,42.86
"Rich",2021-08-05,28.57
"Rich",2021-08-06,28.57
"Rich",2021-08-07,33.33
"Rich",2021-08-08,28.57
"Rich",2021-08-09,28.57
"Rich",2021-08-10,14.29
"Rich",2021-08-11,25
"Rich",2021-08-12,12.5
"Rich",2021-08-13,14.29
"Rich",2021-08-14,14.29
"Rich",2021-08-15,14.29
"Rich",2021-08-16,14.29
"Rich",2021-08-17,16.67
"Rich",2021-08-18,0
"Rich",2021-08-19,0
"Rich",2021-08-20,0
"Rich",2021-08-21,20
"Rich",2021-08-22,16.67
"Rich",2021-08-23,12.5
"Rich",2021-08-24,14.29
"Rich",2021-08-25,30
"Rich",2021-08-26,36.36
"Rich",2021-08-27,35.71
"Rich",2021-08-28,28.57
"Rich",2021-08-29,30.77
"Rich",2021-08-30,30.77
"Rich",2021-08-31,28.57
"Rich",2021-09-01,15.38
"Rich",2021-09-02,7.69
"Rich",2021-09-03,10
"Rich",2021-09-04,11.11
"Rich",2021-09-05,12.5
"Rich",2021-09-06,16.67
"Rich",2021-09-07,15.38
"Rich",2021-09-08,18.75
"Rich",2021-09-09,34.78
"Rich",2021-09-10,33.33
"Rich",2021-09-11,31.03
"Rich",2021-09-12,31.03
"Rich",2021-09-13,32.26
"Rich",2021-09-14,36
"Rich",2021-09-15,34.62
"Rich",2021-09-16,23.81
"Rich",2021-09-17,18.75
"Rich",2021-09-18,23.53
"Rich",2021-09-19,27.78
"Rich",2021-09-20,26.32
"Rich",2021-09-21,30
"Rich",2021-09-22,27.78
"Rich",2021-09-23,22.22
"Rich",2021-09-24,21.05
"Rich",2021-09-25,23.53
"Rich",2021-09-26,17.65
"Rich",2021-09-27,23.53
"Rich",2021-09-28,14.29
"Rich",2021-09-29,15
"Rich",2021-09-30,13.64
"Rich",2021-10-01,12.5
"Rich",2021-10-02,8
"Rich",2021-10-03,8.33
"Rich",2021-10-04,0
"Rich",2021-10-05,8.7
"Rich",2021-10-06,21.74
"Rich",2021-10-07,28.57
"Rich",2021-10-08,28.57
"Rich",2021-10-09,31.58
"Rich",2021-10-10,31.58
"Rich",2021-10-11,44.44
"Rich",2021-10-12,43.75
"Rich",2021-10-13,21.05
"Rich",2021-10-14,23.53
"Rich",2021-10-15,26.09
"Rich",2021-10-16,26.09
"Rich",2021-10-17,29.17
"Rich",2021-10-18,35.29
"Rich",2021-10-19,33.93
"Rich",2021-10-20,36.84
"Rich",2021-10-21,33.87
"Rich",2021-10-22,37.29
"Rich",2021-10-23,41.43
"Rich",2021-10-24,40
"Rich",2021-10-25,39.39
"Rich",2021-10-26,46
"Rich",2021-10-27,46.94
"Rich",2021-10-28,48
"Rich",2021-10-29,49.06
"Rich",2021-10-30,44.19
"Rich",2021-10-31,45.45
"Rich",2021-11-01,46.15
"Rich",2021-11-02,40
"Rich",2021-11-03,40
"Rich",2021-11-04,43.48
"Rich",2021-11-05,33.33
"Rich",2021-11-06,35.71
"Rich",2021-11-07,30.77
"Rich",2021-11-08,14.29
"Rich",2021-11-09,7.14
"Rich",2021-11-10,7.69
"Rich",2021-11-11,7.14
"Rich",2021-11-12,6.25
"Rich",2021-11-13,10.53
"Rich",2021-11-14,11.11
"Rich",2021-11-15,8.33
"Rich",2021-11-16,6.67
"Rich",2021-11-17,12.5
"Rich",2021-11-18,13.33
"Rich",2021-11-19,13.33
"Rich",2021-11-20,7.69
"Rich",2021-11-21,6.25
"Rich",2021-11-22,7.14
"Rich",2021-11-23,12.5
"Rich",2021-11-24,10
"Rich",2021-11-25,10
"Rich",2021-11-26,12.5
"Rich",2021-11-27,25
"Rich",2021-11-28,28.57
"Rich",2021-11-29,33.33
"Rich",2021-11-30,40
"Rich",2021-12-01,40
"Rich",2021-12-02,40
"Rich",2021-12-03,37.5
"Rich",2021-12-04,27.78
"Rich",2021-12-05,29.41
"Rich",2021-12-06,28.57
"Rich",2021-12-07,14.29
"Rich",2021-12-08,15.38
"Rich",2021-12-09,12.5
"Rich",2021-12-10,12.5
"Rich",2021-12-11,15.38
"Rich",2021-12-12,16.67
"Rich",2021-12-13,9.09
"Rich",2021-12-14,20
"Rich",2021-12-15,11.11
"Rich",2021-12-16,14.29
"Rich",2021-12-17,16.67
"Rich",2021-12-18,14.29
"Rich",2021-12-19,14.29
"Rich",2021-12-20,16.67
"Rich",2021-12-21,20
"Rich",2021-12-22,25
"Rich",2021-12-23,33.33
"Rich",2021-12-24,33.33
"Rich",2021-12-25,33.33
"Rich",2021-12-26,33.33
"Rich",2021-12-27,25
"Rich",2021-12-28,20
"Rich",2021-12-29,46.15
"Rich",2021-12-30,42.86
"Rich",2021-12-31,46.15
"Salt Lake",2020-03-16,3.96
"Salt Lake",2020-03-17,4.32
"Salt Lake",2020-03-18,4.27
"Salt Lake",2020-03-19,4.66
"Salt Lake",2020-03-20,4.91
"Salt Lake",2020-03-21,5.22
"Salt Lake",2020-03-22,5.85
"Salt Lake",2020-03-23,6.5
"Salt Lake",2020-03-24,6.64
"Salt Lake",2020-03-25,6.63
"Salt Lake",2020-03-26,6.85
"Salt Lake",2020-03-27,7.05
"Salt Lake",2020-03-28,7.02
"Salt Lake",2020-03-29,6.58
"Salt Lake",2020-03-30,6.63
"Salt Lake",2020-03-31,6.59
"Salt Lake",2020-04-01,6.49
"Salt Lake",2020-04-02,6.72
"Salt Lake",2020-04-03,6.67
"Salt Lake",2020-04-04,6.45
"Salt Lake",2020-04-05,6.86
"Salt Lake",2020-04-06,7.11
"Salt Lake",2020-04-07,7.14
"Salt Lake",2020-04-08,7.48
"Salt Lake",2020-04-09,7.52
"Salt Lake",2020-04-10,7.54
"Salt Lake",2020-04-11,7.81
"Salt Lake",2020-04-12,7.59
"Salt Lake",2020-04-13,9.03
"Salt Lake",2020-04-14,8.43
"Salt Lake",2020-04-15,7.62
"Salt Lake",2020-04-16,6.65
"Salt Lake",2020-04-17,6.22
"Salt Lake",2020-04-18,6.09
"Salt Lake",2020-04-19,6.19
"Salt Lake",2020-04-20,5.33
"Salt Lake",2020-04-21,5.44
"Salt Lake",2020-04-22,5.34
"Salt Lake",2020-04-23,5.66
"Salt Lake",2020-04-24,6.13
"Salt Lake",2020-04-25,6.14
"Salt Lake",2020-04-26,6.15
"Salt Lake",2020-04-27,6.13
"Salt Lake",2020-04-28,6.11
"Salt Lake",2020-04-29,6.6
"Salt Lake",2020-04-30,6.98
"Salt Lake",2020-05-01,6.72
"Salt Lake",2020-05-02,6.83
"Salt Lake",2020-05-03,6.75
"Salt Lake",2020-05-04,6.78
"Salt Lake",2020-05-05,7.07
"Salt Lake",2020-05-06,7.11
"Salt Lake",2020-05-07,7.09
"Salt Lake",2020-05-08,7.64
"Salt Lake",2020-05-09,7.75
"Salt Lake",2020-05-10,7.79
"Salt Lake",2020-05-11,7.91
"Salt Lake",2020-05-12,7.92
"Salt Lake",2020-05-13,8.16
"Salt Lake",2020-05-14,8.16
"Salt Lake",2020-05-15,7.7
"Salt Lake",2020-05-16,7.68
"Salt Lake",2020-05-17,7.73
"Salt Lake",2020-05-18,8.02
"Salt Lake",2020-05-19,7.94
"Salt Lake",2020-05-20,7.87
"Salt Lake",2020-05-21,8.11
"Salt Lake",2020-05-22,8.4
"Salt Lake",2020-05-23,8.3
"Salt Lake",2020-05-24,8.35
"Salt Lake",2020-05-25,8.19
"Salt Lake",2020-05-26,9.36
"Salt Lake",2020-05-27,9.71
"Salt Lake",2020-05-28,9.87
"Salt Lake",2020-05-29,10.21
"Salt Lake",2020-05-30,10.46
"Salt Lake",2020-05-31,10.81
"Salt Lake",2020-06-01,11.26
"Salt Lake",2020-06-02,11.15
"Salt Lake",2020-06-03,11.33
"Salt Lake",2020-06-04,11.35
"Salt Lake",2020-06-05,11.42
"Salt Lake",2020-06-06,11.73
"Salt Lake",2020-06-07,11.4
"Salt Lake",2020-06-08,10.99
"Salt Lake",2020-06-09,11.08
"Salt Lake",2020-06-10,11.55
"Salt Lake",2020-06-11,11.85
"Salt Lake",2020-06-12,12.18
"Salt Lake",2020-06-13,12.49
"Salt Lake",2020-06-14,12.77
"Salt Lake",2020-06-15,13.65
"Salt Lake",2020-06-16,14.49
"Salt Lake",2020-06-17,14.23
"Salt Lake",2020-06-18,14.02
"Salt Lake",2020-06-19,13.95
"Salt Lake",2020-06-20,13.62
"Salt Lake",2020-06-21,13.52
"Salt Lake",2020-06-22,13.21
"Salt Lake",2020-06-23,12.45
"Salt Lake",2020-06-24,12.84
"Salt Lake",2020-06-25,13.12
"Salt Lake",2020-06-26,12.99
"Salt Lake",2020-06-27,12.8
"Salt Lake",2020-06-28,13.15
"Salt Lake",2020-06-29,13.12
"Salt Lake",2020-06-30,13.51
"Salt Lake",2020-07-01,13.24
"Salt Lake",2020-07-02,12.8
"Salt Lake",2020-07-03,12.61
"Salt Lake",2020-07-04,12.86
"Salt Lake",2020-07-05,12.5
"Salt Lake",2020-07-06,12.91
"Salt Lake",2020-07-07,12.68
"Salt Lake",2020-07-08,12.93
"Salt Lake",2020-07-09,13.07
"Salt Lake",2020-07-10,13.14
"Salt Lake",2020-07-11,13.06
"Salt Lake",2020-07-12,12.93
"Salt Lake",2020-07-13,12.39
"Salt Lake",2020-07-14,11.88
"Salt Lake",2020-07-15,11.27
"Salt Lake",2020-07-16,10.76
"Salt Lake",2020-07-17,10.5
"Salt Lake",2020-07-18,10.3
"Salt Lake",2020-07-19,10.46
"Salt Lake",2020-07-20,10.38
"Salt Lake",2020-07-21,10.71
"Salt Lake",2020-07-22,10.81
"Salt Lake",2020-07-23,11.12
"Salt Lake",2020-07-24,11.19
"Salt Lake",2020-07-25,11.34
"Salt Lake",2020-07-26,11.09
"Salt Lake",2020-07-27,11.17
"Salt Lake",2020-07-28,11.02
"Salt Lake",2020-07-29,10.89
"Salt Lake",2020-07-30,10.99
"Salt Lake",2020-07-31,10.97
"Salt Lake",2020-08-01,10.7
"Salt Lake",2020-08-02,10.68
"Salt Lake",2020-08-03,10.45
"Salt Lake",2020-08-04,10.25
"Salt Lake",2020-08-05,10.17
"Salt Lake",2020-08-06,10.04
"Salt Lake",2020-08-07,10.1
"Salt Lake",2020-08-08,10.26
"Salt Lake",2020-08-09,10.51
"Salt Lake",2020-08-10,10.97
"Salt Lake",2020-08-11,11.25
"Salt Lake",2020-08-12,11.01
"Salt Lake",2020-08-13,11.18
"Salt Lake",2020-08-14,10.68
"Salt Lake",2020-08-15,10.45
"Salt Lake",2020-08-16,9.91
"Salt Lake",2020-08-17,9.34
"Salt Lake",2020-08-18,8.86
"Salt Lake",2020-08-19,8.76
"Salt Lake",2020-08-20,8.23
"Salt Lake",2020-08-21,8.1
"Salt Lake",2020-08-22,8.13
"Salt Lake",2020-08-23,8.43
"Salt Lake",2020-08-24,8.42
"Salt Lake",2020-08-25,8.84
"Salt Lake",2020-08-26,9.05
"Salt Lake",2020-08-27,9.63
"Salt Lake",2020-08-28,10.04
"Salt Lake",2020-08-29,10.22
"Salt Lake",2020-08-30,10.03
"Salt Lake",2020-08-31,9.85
"Salt Lake",2020-09-01,9.4
"Salt Lake",2020-09-02,9.21
"Salt Lake",2020-09-03,8.97
"Salt Lake",2020-09-04,9.34
"Salt Lake",2020-09-05,9.2
"Salt Lake",2020-09-06,9.34
"Salt Lake",2020-09-07,9.42
"Salt Lake",2020-09-08,9.47
"Salt Lake",2020-09-09,10.41
"Salt Lake",2020-09-10,10.53
"Salt Lake",2020-09-11,10.86
"Salt Lake",2020-09-12,11.2
"Salt Lake",2020-09-13,11.68
"Salt Lake",2020-09-14,12.48
"Salt Lake",2020-09-15,13.25
"Salt Lake",2020-09-16,13.51
"Salt Lake",2020-09-17,13.94
"Salt Lake",2020-09-18,14.02
"Salt Lake",2020-09-19,14.02
"Salt Lake",2020-09-20,13.83
"Salt Lake",2020-09-21,13.8
"Salt Lake",2020-09-22,14.2
"Salt Lake",2020-09-23,14.23
"Salt Lake",2020-09-24,14.47
"Salt Lake",2020-09-25,14.7
"Salt Lake",2020-09-26,14.99
"Salt Lake",2020-09-27,15.14
"Salt Lake",2020-09-28,14.96
"Salt Lake",2020-09-29,14.79
"Salt Lake",2020-09-30,14.96
"Salt Lake",2020-10-01,15.52
"Salt Lake",2020-10-02,15.51
"Salt Lake",2020-10-03,15.98
"Salt Lake",2020-10-04,15.83
"Salt Lake",2020-10-05,16.12
"Salt Lake",2020-10-06,16.15
"Salt Lake",2020-10-07,15.99
"Salt Lake",2020-10-08,15.82
"Salt Lake",2020-10-09,16.02
"Salt Lake",2020-10-10,15.66
"Salt Lake",2020-10-11,16.02
"Salt Lake",2020-10-12,16.56
"Salt Lake",2020-10-13,16.95
"Salt Lake",2020-10-14,17.67
"Salt Lake",2020-10-15,18.01
"Salt Lake",2020-10-16,18.38
"Salt Lake",2020-10-17,18.98
"Salt Lake",2020-10-18,19.01
"Salt Lake",2020-10-19,19.4
"Salt Lake",2020-10-20,19.74
"Salt Lake",2020-10-21,19.77
"Salt Lake",2020-10-22,20.48
"Salt Lake",2020-10-23,20.69
"Salt Lake",2020-10-24,20.83
"Salt Lake",2020-10-25,21.14
"Salt Lake",2020-10-26,21.57
"Salt Lake",2020-10-27,21.79
"Salt Lake",2020-10-28,22.15
"Salt Lake",2020-10-29,21.99
"Salt Lake",2020-10-30,22.42
"Salt Lake",2020-10-31,22.87
"Salt Lake",2020-11-01,23.01
"Salt Lake",2020-11-02,23.26
"Salt Lake",2020-11-03,24.36
"Salt Lake",2020-11-04,24.87
"Salt Lake",2020-11-05,25.74
"Salt Lake",2020-11-06,26.47
"Salt Lake",2020-11-07,26.65
"Salt Lake",2020-11-08,26.73
"Salt Lake",2020-11-09,27.52
"Salt Lake",2020-11-10,28.18
"Salt Lake",2020-11-11,28.27
"Salt Lake",2020-11-12,28.55
"Salt Lake",2020-11-13,27.81
"Salt Lake",2020-11-14,27.82
"Salt Lake",2020-11-15,27.71
"Salt Lake",2020-11-16,27.09
"Salt Lake",2020-11-17,26.38
"Salt Lake",2020-11-18,25.73
"Salt Lake",2020-11-19,25.04
"Salt Lake",2020-11-20,24.7
"Salt Lake",2020-11-21,24.37
"Salt Lake",2020-11-22,24.5
"Salt Lake",2020-11-23,24.26
"Salt Lake",2020-11-24,24.14
"Salt Lake",2020-11-25,24.47
"Salt Lake",2020-11-26,24.46
"Salt Lake",2020-11-27,26.03
"Salt Lake",2020-11-28,26.35
"Salt Lake",2020-11-29,26.42
"Salt Lake",2020-11-30,27.91
"Salt Lake",2020-12-01,28.69
"Salt Lake",2020-12-02,29.08
"Salt Lake",2020-12-03,28.71
"Salt Lake",2020-12-04,27.86
"Salt Lake",2020-12-05,27.69
"Salt Lake",2020-12-06,27.58
"Salt Lake",2020-12-07,26.19
"Salt Lake",2020-12-08,25.44
"Salt Lake",2020-12-09,24.53
"Salt Lake",2020-12-10,24.16
"Salt Lake",2020-12-11,22.79
"Salt Lake",2020-12-12,22.5
"Salt Lake",2020-12-13,22.38
"Salt Lake",2020-12-14,22.63
"Salt Lake",2020-12-15,22.34
"Salt Lake",2020-12-16,22.42
"Salt Lake",2020-12-17,22.44
"Salt Lake",2020-12-18,23.15
"Salt Lake",2020-12-19,23.18
"Salt Lake",2020-12-20,23.13
"Salt Lake",2020-12-21,22.93
"Salt Lake",2020-12-22,22.91
"Salt Lake",2020-12-23,23.21
"Salt Lake",2020-12-24,23
"Salt Lake",2020-12-25,23.56
"Salt Lake",2020-12-26,24.71
"Salt Lake",2020-12-27,25.35
"Salt Lake",2020-12-28,27.17
"Salt Lake",2020-12-29,28.9
"Salt Lake",2020-12-30,30.25
"Salt Lake",2020-12-31,30.77
"Salt Lake",2021-01-01,30.81
"Salt Lake",2021-01-02,30.65
"Salt Lake",2021-01-03,30.78
"Salt Lake",2021-01-04,30.28
"Salt Lake",2021-01-05,29.58
"Salt Lake",2021-01-06,28.66
"Salt Lake",2021-01-07,28.07
"Salt Lake",2021-01-08,25.57
"Salt Lake",2021-01-09,24.92
"Salt Lake",2021-01-10,24.36
"Salt Lake",2021-01-11,23.13
"Salt Lake",2021-01-12,21.82
"Salt Lake",2021-01-13,21.23
"Salt Lake",2021-01-14,20.61
"Salt Lake",2021-01-15,21.75
"Salt Lake",2021-01-16,21.47
"Salt Lake",2021-01-17,21.53
"Salt Lake",2021-01-18,21.39
"Salt Lake",2021-01-19,20.22
"Salt Lake",2021-01-20,18.31
"Salt Lake",2021-01-21,16.85
